,legislador_id,agrupacion,agrupacion_color,camara,mail,nombre,partido
47850,723,UNEN - FAP - UCR,#8eab35,diputados,msemhan@diputados.gob.ar,"SEMHAN,  MARÍA DE LAS MERCEDES",UNIÓN CÍVICA RADICAL
47852,601,UNEN - FAP - UCR,#8eab35,diputados,mtejedor@diputados.gob.ar,"tejedor,  miguel",UNIÓN CÍVICA RADICAL
47853,610,UNEN - FAP - UCR,#8eab35,diputados,stoledo@diputados.gob.ar,"toledo,  susana maría",UNIÓN CÍVICA RADICAL
47854,604,UNEN - FAP - UCR,#8eab35,diputados,ftorroba@diputados.gob.ar,"torroba,  francisco",UNIÓN CÍVICA RADICAL
47855,594,UNEN - FAP - UCR,#8eab35,diputados, gtroiano@diputados.gob.ar,"troiano,  gabriela alejandra",PARTIDO SOCIALISTA
47861,596,UNEN - FAP - UCR,#8eab35,diputados,mjuarez@diputados.gob.ar,"juárez,  myrian",FTE. CÍVICO Y SOCIAL DE CATAMARCA
47863,696,Izquierda,#D23939,diputados,plopez@diputados.gob.ar,"lópez,  pablo sebastián",FTE. DE IZQUIERDA Y DE LOS TRABAJADORES
47864,590,UNEN - FAP - UCR,#8eab35,diputados,mlousteau@diputados.gob.ar,"lousteau,  martín",SUMA + UNEN
47867,598,UNEN - FAP - UCR,#8eab35,diputados,dmestre@diputados.gob.ar,"mestre,  diego matías",UNIÓN CÍVICA RADICAL
47869,608,UNEN - FAP - UCR,#8eab35,diputados,lpastori@diputados.gob.ar,"pastori,  luis mario",UNIÓN CÍVICA RADICAL
47871,607,UNEN - FAP - UCR,#8eab35,diputados, lpetri@diputados.gob.ar,"petri,  luis alfonso",UNIÓN CÍVICA RADICAL
47872,694,Izquierda,#D23939,diputados,npitrola@diputados.gob.ar,"pitrola,  néstor antonio",FTE. DE IZQUIERDA Y DE LOS TRABAJADORES
54136,745,Kirchnerismo y aliados..,#007caf,diputados,,"BERNABEY,  RAMÓN ERNESTO",NO INTEGRA BLOQUE
72434,765,Pro y aliados,#fbd95b,diputados,,"Laspina,  Luciano",UNIÓN PRO
75164,767,,,diputados,,"Bregman,  Myriam",PTS - FRENTE DE IZQUIERDA
78307,768,UNEN - FAP - UCR,#8eab35,diputados,,"Fernández Blanco,  MarÍA Cristina",UNIÓN CÍVICA RADICAL
86536,828,Massismo y aliados,#b185b7,diputados,mpasso@diputados.gob.ar,"Passo., Marcela",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
86537,800,PJ ,#A05F11,diputados,jforellana@diputados.gob.ar,"Orellana., José Fernando",PRIMERO TUCUMÁN
86541,854,Cambiemos,#FEDB30,diputados,jnunez@diputados.gob.ar,"Núñez., José Carlos",UNIÓN PRO
86544,866,Cambiemos,#FEDB30,diputados,jpatino@diputados.gob.ar,"Patiño., José Luis",UNIÓN PRO
86546,1098,Massismo y aliados,#b185b7,diputados,jraffo@diputados.gob.ar,"Raffo., Julio César",NO INTEGRA BLOQUE
86547,881,Cambiemos,#FEDB30,diputados,aquintar@diputados.gob.ar,"Quintar., Amado",FTE. CÍVICO Y SOCIAL DE CATAMARCA
86548,855,Cambiemos,#FEDB30,diputados,jpretto@diputados.gob.ar,"Pretto., Pedro Javier",UNIÓN PRO
86549,451,PJ ,#A05F11,diputados,cpoggi@diputados.gob.ar,"POGGI.,  Claudio Javier",AVANZAR SAN LUIS
86550,830,Massismo y aliados,#b185b7,diputados,cpitiot@diputados.gob.ar,"Pitiot., Carla Betina",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
86552,829,Massismo y aliados,#b185b7,diputados,rperez@diputados.gob.ar,"Pérez., Raúl Joaquín",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
86553,827,Massismo y aliados,#b185b7,diputados,anazario@diputados.gob.ar,"Nazario., Adriana",UNIDOS POR UNA NUEVA ARGENTINA
86555,880,Cambiemos,#FEDB30,diputados, mnanniv@diputados.gob.ar,"Nanni., Miguel",UNIÓN CÍVICA RADICAL
86556,878,Cambiemos,#FEDB30,diputados,samartinez@diputados.gob.ar,"Martínez., Silvia Alejandra",UNIÓN CÍVICA RADICAL
86557,850,Cambiemos,#FEDB30,diputados,amartinez@diputados.gob.ar,"Martínez., Ana Laura",UNIÓN PRO
86558,877,Cambiemos,#FEDB30,diputados, lmartinez@diputados.gob.ar,"Martínez Villada., Leonor",COALICIÓN CÍVICA
86560,876,Cambiemos,#FEDB30,diputados,hmarcucci@diputados.gob.ar,"Marcucci., Hugo María",UNIÓN CÍVICA RADICAL
86561,867,Cambiemos,#FEDB30,diputados,mmaquieyra@diputados.gob.ar,"Maquieyra., Martín",UNIÓN PRO
86563,796,PJ ,#A05F11,diputados, omacias@diputados.gob.ar,"Macias., Oscar Alberto",JUSTICIALISTA
86566,826,Massismo y aliados,#b185b7,diputados,cmoreau@diputados.gob.ar,"Moreau., Cecilia",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
86567,825,Massismo y aliados,#b185b7,diputados,mmorales@diputados.gob.ar,"Morales., Mariana",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
86568,879,Cambiemos,#FEDB30,diputados,mmonfort@diputados.gob.ar,"Monfort., Marcelo Alejandro",UNIÓN CÍVICA RADICAL
86569,852,Cambiemos,#FEDB30,diputados,kmolina@diputados.gob.ar,"Molina., Karina",UNIÓN PRO
86570,799,PJ ,#A05F11,diputados,pmiranda@diputados.gob.ar,"Miranda., Pedro Rubén",JUSTICIALISTA
86572,851,Cambiemos,#FEDB30,diputados,nmassot@diputados.gob.ar,"Massot., Nicolás",UNIÓN PRO
86573,824,Massismo y aliados,#b185b7,diputados,vmassetani@diputados.gob.ar,"Massetani., Vanesa",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
86574,835,PJ ,#A05F11,diputados,llusquinos@diputados.gob.ar,"Lusquiños., Luis",COMPROMISO FEDERAL
86575,813,PJ ,#A05F11,diputados, sziliotto@diputados.gob.ar,"Ziliotto., Sergio Raúl",JUSTICIALISTA
86579,857,Cambiemos,#FEDB30,diputados,ptorello@diputados.gob.ar,"Torello., Pablo",UNIÓN PRO
86584,858,Cambiemos,#FEDB30,diputados,purroz@diputados.gob.ar,"Urroz., Paula Marcela",UNIÓN PRO
86587,863,Cambiemos,#FEDB30,diputados,wwolff@diputados.gob.ar,"Wolff., Waldo Ezequiel",UNIÓN PRO
86588,862,Cambiemos,#FEDB30,diputados,swisky@diputados.gob.ar,"Wisky., Sergio Javier",UNIÓN PRO
86589,861,Cambiemos,#FEDB30,diputados,mwechsler@diputados.gob.ar,"Wechsler., Marcelo",UNIÓN PRO
86590,885,Otros,#A6A6A6,diputados,tvillavicencio@diputados.gob.ar,"Villavicencio., María Teresita",UNIÓN CÍVICA RADICAL
86592,859,Cambiemos,#FEDB30,diputados,jvillalonga@diputados.gob.ar,"Villalonga., Juan Carlos",UNIÓN PRO
86593,892,Cambiemos,#FEDB30,diputados,vega@diputados.gob.ar,"Vega., María del Valle",UNIÓN CÍVICA RADICAL
86595,810,Massismo y aliados,#b185b7,diputados,jtaboada@diputados.gob.ar,"Taboada., Jorge Omar",CHUBUT SOMOS TODOS
86601,883,Cambiemos,#FEDB30,diputados,hroquel@diputados.gob.ar,"Roquel., Héctor Alberto",UNIÓN CÍVICA RADICAL
86603,856,Cambiemos,#FEDB30,diputados,croma@diputados.gob.ar,"Roma., Carlos Gastón",UNIÓN PRO
86608,868,Cambiemos,#FEDB30,diputados,,"Sorgente., Marcelo",UNIÓN PRO
86609,808,PJ ,#A05F11,diputados,gsnopek@diputados.gob.ar,"Snopek., Guillermo",JUSTICIALISTA
86610,832,Massismo y aliados,#b185b7,diputados,asnopek@diputados.gob.ar,"Snopek., Alejandro Francisco",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
86612,831,Massismo y aliados,#b185b7,diputados,cselva@diputados.gob.ar,"Selva., Carlos Américo",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
86615,882,Cambiemos,#FEDB30,diputados,orista@diputados.gob.ar,"Rista., Olga María",UNIÓN CÍVICA RADICAL
86616,848,Cambiemos,#FEDB30,diputados,slospennato@diputados.gob.ar,"Lospennato., Silvia",UNIÓN PRO
86617,891,Cambiemos,#FEDB30,diputados,acopes@diputados.gob.ar,"Copes., Ana ",PARTIDO DEMÓCRATA PROGRESISTA
86619,836,Massismo y aliados,#b185b7,diputados,acalleri@diputados.gob.ar,"Calleri., Agustín",UNIDOS POR UNA NUEVA ARGENTINA
86622,864,Cambiemos,#FEDB30,diputados,sbuil@diputados.gob.ar,"Buil., Sergio Omar",UNIÓN PRO
86623,823,Massismo y aliados,#b185b7,diputados, jbrugge@diputados.gob.ar,"Brügge., Juan",UNIDOS POR UNA NUEVA ARGENTINA
86625,833,Massismo y aliados,#b185b7,diputados,mbrezzo@diputados.gob.ar,"Brezzo., María Eugenia.",UNIDOS POR UNA NUEVA ARGENTINA
86628,869,Cambiemos,#FEDB30,diputados,econesa@diputados.gob.ar,"Conesa., Eduardo",UNIÓN PRO
86629,776,Kirchnerismo y aliados,#A5D4E5,diputados,mcloss@diputados.gob.ar,"Closs., Maurice Fabián",FRENTE PARA LA VICTORIA
86631,1099,PJ ,#A05F11,diputados,,"Caviglia., Franco ",NO INTEGRA BLOQUE
86632,820,Massismo y aliados,#b185b7,diputados,ecastrom@diputados.gob.ar,"Castro Molina., Enrique",COMPROMISO CON SAN JUAN
86636,770,PJ ,#A05F11,diputados,dbossio@diputados.gob.ar,"Bossio., Diego",JUSTICIALISTA
86637,91,Cambiemos,#FEDB30,diputados, lborsani@diputados.gob.ar,"BORSANI.,  Luis Gustavo",UNIÓN CÍVICA RADICAL
86639,839,Cambiemos,#FEDB30,diputados,ebalbo@diputados.gob.ar,"Balbo., Elva Susana",UNIÓN PRO
86642,834,Massismo y aliados,#b185b7,diputados,halonso@diputados.gob.ar,"Alonso., Horacio",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
86645,890,Cambiemos,#FEDB30,diputados,galbornoz@diputados.gob.ar,"Albornoz., Gabriela",UNIÓN CÍVICA RADICAL
86646,838,Cambiemos,#FEDB30,diputados,sacerenza@diputados.gob.ar,"Acerenza., Samantha",UNIÓN PRO
86648,871,Cambiemos,#FEDB30,diputados,kbanfi@diputados.gob.ar,"Banfi., Karina Verónica",UNIÓN CÍVICA RADICAL
86650,819,Massismo y aliados,#b185b7,diputados,gbevilacqua@diputados.gob.ar,"Bevilacqua., Gustavo",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
86651,865,Cambiemos,#FEDB30,diputados,abesada@diputados.gob.ar,"Besada., Alicia",UNIÓN PRO
86653,814,Massismo y aliados,#b185b7,diputados,sbermejo@diputados.gob.ar,"Bermejo., Sixto",TRABAJO Y DIGNIDAD
86654,886,Cambiemos,#FEDB30,diputados,,"Bellocq., Gerardo",UNIÓN CÍVICA RADICAL
86658,849,Cambiemos,#FEDB30,diputados,llopezk@diputados.gob.ar,"López Koenig., Leandro",UNIÓN PRO
86660,846,Cambiemos,#FEDB30,diputados,lincicco@diputados.gob.ar,"Incicco., Lucas",UNIÓN PRO
86661,884,Cambiemos,#FEDB30,diputados,shuczak@diputados.gob.ar,"Huczak., Stella",UNIÓN PRO
86662,840,Cambiemos,#FEDB30,diputados,ahers@diputados.gob.ar,"Hers Cabral., Anabella Ruth",UNIÓN PRO
86663,769,PJ ,#A05F11,diputados, lherrera@diputados.gob.ar,"Herrera., Luis Beder",JUSTICIALISTA
86665,875,Cambiemos,#FEDB30,diputados,mhernandez@diputados.gob.ar,"Hernández., Martín",UNIÓN CÍVICA RADICAL
86669,870,Cambiemos,#FEDB30,diputados,mlopardo@diputados.gob.ar,"Lopardo., María Paula",UNIÓN PRO
86670,837,Massismo y aliados,#b185b7,diputados,,"Litza., Mónica",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
86671,847,Cambiemos,#FEDB30,diputados,dlipovetzky@diputados.gob.ar,"Lipovetzky., Daniel",UNIÓN PRO
86672,822,Massismo y aliados,#b185b7,diputados,mlavagna@diputados.gob.ar,"Lavagna., Marco Juan",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
86678,821,Massismo y aliados,#b185b7,diputados,agrandinetti@diputados.gob.ar,"Grandinetti., Alejandro Ariel",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
86680,887,Progresismo,#CECA7A,diputados,ldure@diputados.gob.ar,"Duré., Lucila",PARTIDO SOCIALISTA
86682,872,Cambiemos,#FEDB30,diputados,jdindart@diputados.gob.ar,"Dindart., Julián",UNIÓN CÍVICA RADICAL
86684,778,PJ ,#A05F11,diputados, jdavid@diputados.gob.ar,"David., Néstor Javier",JUSTICIALISTA
86688,873,Cambiemos,#FEDB30,diputados,aechegaray@diputados.gob.ar,"Echegaray., Alejandro Carlos Augusto",UNIÓN CÍVICA RADICAL
86691,844,Cambiemos,#FEDB30,diputados,agonzalez@diputados.gob.ar,"González., Álvaro Gustavo",UNIÓN PRO
86692,874,Cambiemos,#FEDB30,diputados,hgoicoechea@diputados.gob.ar,"Goicoechea., Horacio",UNIÓN CÍVICA RADICAL
86695,843,Cambiemos,#FEDB30,diputados,ygayol@diputados.gob.ar,"Gayol., Yanina Celeste",UNIÓN PRO
86696,842,Cambiemos,#FEDB30,diputados,fgarreton@diputados.gob.ar,"Garretón., Facundo",UNIÓN PRO
86698,785,Kirchnerismo y aliados,#A5D4E5,diputados,jfranco@diputados.gob.ar,"Franco., Jorge Daniel",FRENTE PARA LA VICTORIA
86703,803,Kirchnerismo y aliados,#A5D4E5,diputados,aramos@diputados.gob.ar,"Ramos., Alejandro",FRENTE PARA LA VICTORIA
86704,1267,,,diputados,dmartinez@diputados.gob.ar,"MartÍNez,  DaríO",
86706,797,Kirchnerismo y aliados,#A5D4E5,diputados,mmasin@diputados.gob.ar,"Masín., María Lucila",FRENTE PARA LA VICTORIA
86707,888,Progresismo,#CECA7A,diputados,fmasso@diputados.gob.ar,"Masso., Federico",LIBRES DEL SUR
86711,798,Kirchnerismo y aliados,#A5D4E5,diputados,vmercado@diputados.gob.ar,"Mercado., Verónica",FRENTE PARA LA VICTORIA
86714,795,Kirchnerismo y aliados,#A5D4E5,diputados,allanosm@diputados.gob.ar,"LLanos., Ana",FRENTE PARA LA VICTORIA
86716,790,Kirchnerismo y aliados,#A5D4E5,diputados,shorne@diputados.gob.ar,"Horne., Silvia Reneé",FRENTE PARA LA VICTORIA
86717,791,Kirchnerismo y aliados,#A5D4E5,diputados,jhuss@diputados.gob.ar,"Huss., Juan Manuel",FRENTE PARA LA VICTORIA
86718,792,Kirchnerismo y aliados,#A5D4E5,diputados,sigon@diputados.gob.ar,"Igon., Santiago",FRENTE PARA LA VICTORIA
86719,793,Kirchnerismo y aliados,#A5D4E5,diputados,akicillof@diputados.gob.ar,"Kicillof., Axel",FRENTE PARA LA VICTORIA
86720,794,Kirchnerismo y aliados,#A5D4E5,diputados,mkirchner@diputados.gob.ar,"Kirchner., Máximo",FRENTE PARA LA VICTORIA
86729,809,Kirchnerismo y aliados,#A5D4E5,diputados,asoraire@diputados.gob.ar,"Soraire., Mirta Alicia",FRENTE PARA LA VICTORIA
86731,818,Izquierda,#D23939,diputados,vsosacapurro@diputados.gob.ar,"Sosa Capurro., Victoria Soledad",FTE. DE IZQUIERDA Y DE LOS TRABAJADORES
86732,811,Kirchnerismo y aliados,#A5D4E5,diputados,ltailhade@diputados.gob.ar,"Tailhade., Luis Rodolfo",FRENTE PARA LA VICTORIA
86734,807,Kirchnerismo y aliados,#A5D4E5,diputados,jruiza@diputados.gob.ar,"Ruiz Aragón., José",FRENTE PARA LA VICTORIA
86735,806,Kirchnerismo y aliados,#A5D4E5,diputados,rrodriguez@diputados.gob.ar,"Rodríguez., Rodrigo",FRENTE PARA LA VICTORIA
86736,801,Kirchnerismo y aliados,#A5D4E5,diputados,jpereyra@diputados.gob.ar,"Pereyra., Juan Manuel",CONCERTACIÓN FORJA
86740,802,Kirchnerismo y aliados,#A5D4E5,diputados,arachq@diputados.gob.ar,"Rach Quiroga., Analía",FRENTE PARA LA VICTORIA
86741,804,Kirchnerismo y aliados,#A5D4E5,diputados,fraverta@diputados.gob.ar,"Raverta., María Fernanda",FRENTE PARA LA VICTORIA
86743,805,Kirchnerismo y aliados,#A5D4E5,diputados,mrodriguez@diputados.gob.ar,"Rodríguez., Matías",FRENTE PARA LA VICTORIA
86744,812,Kirchnerismo y aliados,#A5D4E5,diputados,lvolnovich@diputados.gob.ar,"Volnovich., Luana",FRENTE PARA LA VICTORIA
86746,773,Kirchnerismo y aliados,#A5D4E5,diputados,acarol@diputados.gob.ar,"Carol., Analuz Ailen",FRENTE PARA LA VICTORIA
86748,775,Kirchnerismo y aliados,#A5D4E5,diputados,ccastagneto@diputados.gob.ar,"Castagneto., Carlos",FRENTE PARA LA VICTORIA
86754,889,Progresismo,#CECA7A,diputados,gcousinet@diputados.gob.ar,"Cousinet., Graciela",LIBRES DEL SUR
86757,24,Kirchnerismo y aliados,#A5D4E5,diputados,malvarezr@diputados.gob.ar,"ALVAREZ RODRIGUEZ.,  Cristina",FRENTE PARA LA VICTORIA
86759,816,Kirchnerismo y aliados,#A5D4E5,diputados,,"Arrieta., Gustavo",FRENTE PARA LA VICTORIA
86764,771,Kirchnerismo y aliados,#A5D4E5,diputados,mbritez@diputados.gob.ar,"Britez., María Cristina",FRENTE PARA LA VICTORIA
86767,779,Kirchnerismo y aliados,#A5D4E5,diputados,ldeponti@diputados.gob.ar,"De Ponti., Lucila María",FRENTE PARA LA VICTORIA
86768,1214,,,diputados,jdevido@diputados.gob.ar,"De Vido,  Julio (Suspendido Art 70 C.N.)",
86769,787,Kirchnerismo y aliados,#A5D4E5,diputados,ngarre@diputados.gob.ar,"Garré., Nilda",FRENTE PARA LA VICTORIA
86774,788,Kirchnerismo y aliados,#A5D4E5,diputados,agrana@diputados.gob.ar,"Grana., Adrián",FRENTE PARA LA VICTORIA
86777,789,Kirchnerismo y aliados,#A5D4E5,diputados, mguerin@diputados.gob.ar,"Guerín., María Isabel",FRENTE PARA LA VICTORIA
86781,781,Kirchnerismo y aliados,#A5D4E5,diputados,ddistefano@diputados.gob.ar,"Di Stefano., Daniel",FRENTE PARA LA VICTORIA
86783,782,Kirchnerismo y aliados,#A5D4E5,diputados,cdonate@diputados.gob.ar,"Doñate., Claudio Martín ",FRENTE PARA LA VICTORIA
86785,783,Kirchnerismo y aliados,#A5D4E5,diputados,gestevez@diputados.gob.ar,"Estevez., Gabriela",FRENTE PARA LA VICTORIA
86787,784,Kirchnerismo y aliados,#A5D4E5,diputados,sfrana@diputados.gob.ar,"Frana., Silvina Patricia",FRENTE PARA LA VICTORIA
86788,786,Kirchnerismo y aliados,#A5D4E5,diputados,ffurlan@diputados.gob.ar,"Furlán., Francisco",FRENTE PARA LA VICTORIA
86789,815,Kirchnerismo y aliados,#A5D4E5,diputados,aguzman@diputados.gob.ar,"Guzmán., Andrés",FRENTE PARA LA VICTORIA
87193,1167,Cambiemos,#FEDB30,diputados,,"Austin., Brenda",UNIÓN CÍVICA RADICAL
88345,1179,Massismo y aliados,#b185b7,diputados,mpenalozam@diputados.gob.ar,"PeñAloza Marianetti.,  MarÌA Florencia",COMPROMISO CON SAN JUAN
89606,853,Cambiemos,#FEDB30,diputados,emonzo@diputados.gob.ar,"Monzó., Emilio",UNIÓN PRO
91346,1182,,,diputados,,"Tole0O,  Susana MarÍA",UNIÓN CÍVICA RADICAL
94477,925,Cambiemos,#FEDB30,senadores,alfredo.martinez@senado.gov.ar ,"Martínez., Alfredo Anselmo",
94478,947,Massismo y aliados,#b185b7,senadores,alfredo.luenzo@senado.gob.ar ,"Luenzo., Alfredo Héctor",
94479,946,Kirchnerismo y aliados,#A5D4E5,senadores,daniel.lovera@senado.gob.ar ,"Lovera., Daniel Aníbal	",
94480,923,Otros,#A6A6A6,senadores,jaime.linares@senado.gov.ar ,"Linares., Jaime",
94481,909,Kirchnerismo y aliados,#A5D4E5,senadores,maria.labado@senado.gov.ar ,"Labado., María Ester",
94482,908,Kirchnerismo y aliados,#A5D4E5,senadores,sigrid.kunath@senado.gov.ar ,"Kunath., Sigrid Elisabeth",
94483,922,Kirchnerismo y aliados,#A5D4E5,senadores,ada.iturrez@senado.gov.ar ,"Iturrez de Cappellini.	, Ada Rosa Del Valle",
94484,499,Cambiemos,#FEDB30,senadores,angel.rozas@senado.gov.ar ,"ROZAS.,  Ángel",
94485,907,Kirchnerismo y aliados,#A5D4E5,senadores,pedro.guastavino@senado.gov.ar ,"Guastavino., Pedro Guillermo Ángel",
94487,898,Kirchnerismo y aliados,#A5D4E5,senadores,maria.sacnun@senado.gob.ar ,"Sacnun., Ángeles",
94488,926,Kirchnerismo y aliados,#A5D4E5,senadores,mayans@senado.gov.ar ,"Mayans., José Miguel Ángel",
94489,937,Kirchnerismo y aliados,#A5D4E5,senadores,marina.riofrio@senado.gov.ar ,"Riofrío., Marina Raquel",
94491,935,Cambiemos,#FEDB30,senadores,luis.petcoffnaidenoff@senado.gov.ar ,"Petcoff Naidenoff., Luis Carlos",
94492,934,Kirchnerismo y aliados,#A5D4E5,senadores,daniel.persico@senado.gov.ar ,"Pérsico., Daniel Raúl",
94494,949,Cambiemos,#FEDB30,senadores,laura.rodriguezmachado@senado.gob.ar ,"Rodríguez Machado., Laura Elena",
94496,902,Kirchnerismo y aliados,#A5D4E5,senadores,jose.ojeda@senado.gob.ar ,"Ojeda., José Anatolio",
94497,932,Otros,#A6A6A6,senadores,,"Odarda., María Magdalena",
94498,931,PJ ,#A05F11,senadores,lnegre@senado.gov.ar ,"Negre de Alonso., Liliana Teresita",
94499,948,PJ ,#A05F11,senadores,reuteman@senado.gov.ar ,"Reutemann., Carlos Alberto",
94502,921,PJ ,#A05F11,senadores,sandra.gimenez@senado.gov.ar ,"Giménez., Sandra Daniela",
94503,930,Cambiemos,#FEDB30,senadores,silvia.giacoppo@senado.gob.ar ,"Giacoppo., Silvia Del Rosario",
94506,940,Kirchnerismo y aliados,#A5D4E5,senadores,rodolfo.urtubey@senado.gov.ar ,"Urtubey., Rodolfo Julio	",
94507,928,Cambiemos,#FEDB30,senadores,marta.varela@senado.gob.ar ,"Varela., Marta",
94508,945,Cambiemos,#FEDB30,senadores,@PameVerasay,"Verasay., Pamela Fernanda",
94509,950,Cambiemos,#FEDB30,senadores,nestor.braillardpoccard@senado.gob.ar,"Braillard Poccard., Néstor Pedro",
94510,896,Kirchnerismo y aliados,#A5D4E5,senadores,ines.blas@senado.gov.ar ,"Blas., Inés Imelda",
94511,911,PJ ,#A05F11,senadores,roberto.basualdo@senado.gov.ar ,"Basualdo., Roberto Gustavo",
94512,901,Kirchnerismo y aliados,#A5D4E5,senadores,walter.barrionuevo@senado.gov.ar ,"Barrionuevo., Walter",
94513,895,Kirchnerismo y aliados,#A5D4E5,senadores,jose.alperovich@senado.gob.ar ,"Alperovich., José",
94514,894,Kirchnerismo y aliados,#A5D4E5,senadores,ana.almiron@senado.gob.ar ,"Almirón., Ana Claudia",
94516,900,Kirchnerismo y aliados,#A5D4E5,senadores,eduardo.aguilar@senado.gov.ar ,"Aguilar., Eduardo Alberto",
94517,920,Otros,#A6A6A6,senadores,lucila.crexell@senado.gov.ar ,"Crexell., Carmen Lucila",
94518,903,Cambiemos,#FEDB30,senadores,alfredo.deangeli@senado.gov.ar ,"De Ángeli., Alfredo Luis",
94519,906,Kirchnerismo y aliados,#A5D4E5,senadores,virginia.garcia@senado.gob.ar ,"García., Virginia María",
94523,904,Kirchnerismo y aliados,#A5D4E5,senadores,liliana.fellner@senado.gov.ar ,"Fellner., Liliana Beatriz",
94524,897,Kirchnerismo y aliados,#A5D4E5,senadores,carlos.espinola@senado.gob.ar ,"Espínola., Carlos",
94525,943,Cambiemos,#FEDB30,senadores,silvia.elias@senado.gov.ar ,"Elías de Perez., Silvia Beatríz",
94526,910,Kirchnerismo y aliados,#A5D4E5,senadores,norma.durango@senado.gob.ar,"Durango., Norma",
94528,899,Kirchnerismo y aliados,#A5D4E5,senadores,juan.abalmedina@senado.gov.ar ,"Abal Medina., Juan Manuel",
94529,941,Kirchnerismo y aliados,#A5D4E5,senadores,gerardo.zamora@senado.gov.ar ,"Zamora., Gerardo",
94530,939,PJ ,#A05F11,senadores,juan.romero@senado.gov.ar ,"Romero., Juan Carlos",
94532,938,PJ ,#A05F11,senadores,adolfo.rodriguezsaa@senado.gov.ar ,"Rodríguez Saá., Adolfo",
94533,933,PJ ,#A05F11,senadores,guillermo.pereyra@senado.gov.ar ,"Pereyra., Guillermo Juan",
94534,936,Kirchnerismo y aliados,#A5D4E5,senadores,pichetto@senado.gov.ar ,"Pichetto., Miguel Ángel	",
94535,913,Kirchnerismo y aliados,#A5D4E5,senadores,salvador.cabral@senado.gov.ar ,"Cabral., Salvador",
94537,942,Cambiemos,#FEDB30,senadores,castillo@senado.gov.ar ,"Castillo., Oscar Aníbal",
94538,905,Kirchnerismo y aliados,#A5D4E5,senadores,marcelo.fuentes@senado.gov.ar ,"Fuentes., Marcelo Jorge",
94542,924,Kirchnerismo y aliados,#A5D4E5,senadores,mirta.luna@senado.gov.ar ,"Luna., Mirtha María Teresita",
94543,944,Cambiemos,#FEDB30,senadores,juan.marino@senado.gov.ar ,"Marino., Juan Carlos",
94544,927,Otros,#A6A6A6,senadores,carlos.menem@senado.gov.ar ,"Menem., Carlos Saúl",
94545,929,,,senadores,gerardo.montenegro@senado.gov.ar ,"Montenegro., Gerardo Antenor",
94546,912,Massismo y aliados,#b185b7,senadores,miriam.boyadjian@senado.gov.ar ,"Boyadjian., Miriam Ruth",
95450,1197,,,senadores,,"Caseiro,  Carlos Alberto",
101165,1201,,,diputados,,"Legislador A Designar,  Nro. 1",FRENTE PARA LA VICTORIA
106769,1203,Izquierda,#D23939,diputados,,"Giordano,  Juan Carlos",IZQUIERDA SOCIALISTA - FRENTE DE IZQUIERDA
106838,1202,Kirchnerismo y aliados,#A5D4E5,diputados,,"Tovares,  Ramon Alberto",FRENTE PARA LA VICTORIA
107556,1204,Cambiemos,#FEDB30,diputados,,"Vera Gonzalez,  Orieta Cecilia",COALICIÓN CÍVICA
108006,1205,Massismo y aliados,#b185b7,diputados,,"Couly,  Verónica Carolina",FEDERAL UNIDOS POR UNA NUEVA ARGENTINA
108779,1206,Kirchnerismo y aliados,#A5D4E5,senadores,,"GonzÁLez,  MarÍA Teresa Margarita",FRENTE PARA LA VICTORIA
113242,1207,,,diputados,,"Gonzáles Seligra,  Nathalia",PTS - FRENTE DE IZQUIERDA
113322,1208,,,diputados,,". Legislador A Designar,  Nro. 2",COMPROMISO FEDERAL
113833,1210,Kirchnerismo y aliados,#A5D4E5,diputados,,"Domínguez,  Ramon Alfredo",COMPROMISO FEDERAL
114586,1212,Kirchnerismo y aliados,#A5D4E5,diputados,,"Llanos Massa, Ana Maria",FRENTE PARA LA VICTORIA
119735,1281,PJ ,#A05F11,diputados,,"Pertile,  Elda",JUSTICIALISTA
119736,1244,PJ ,#A05F11,diputados,,"Derna,  Verónica",FRENTE DE LA CONCORDIA MISIONERO
119737,1254,Cambiemos,#FEDB30,diputados,,"Frizza,  Gabriel Alberto",PRO
119739,1255,Cambiemos,#FEDB30,diputados,,"Garcia,  Alejandro",PRO
119743,1256,PJ ,#A05F11,diputados,,"Ginocchio,  Silvana Micaela",ELIJO CATAMARCA
119750,1253,Cambiemos,#FEDB30,diputados,,"Fregonese,  Alicia",PRO
119752,1280,Cambiemos,#FEDB30,diputados,,"Oliveto Lago,  Paula Mariana",COALICIÓN CÍVICA
119756,1283,Cambiemos,#FEDB30,diputados,,"Polledo,  Carmen",PRO
119758,1245,Cambiemos,#FEDB30,diputados,,"Enriquez,  Jorge Ricardo",PRO
